"LinkIndec","Provincia","Partido","Localidad","Velocidad","Accesos"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","1","6"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","3","217"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","5","169"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","6","32"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","7","235"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","8","1"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","10","94"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","15","7.440"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","20","3.043"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","30","912"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","50","611"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","100","1.931"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","200","1"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","300","1.238"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","500","30"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","1000","15"
"6588100","BUENOS AIRES","9 de Julio","9 de Julio","226,5","68"
"6588030","BUENOS AIRES","9 de Julio","12 de Octubre","3","11"
"6588030","BUENOS AIRES","9 de Julio","12 de Octubre","226,5","17"
"6588010","BUENOS AIRES","9 de Julio","Alfredo Demarchi  (Est. Facundo Quiroga)","3","510"
"6588010","BUENOS AIRES","9 de Julio","Alfredo Demarchi  (Est. Facundo Quiroga)","226,5","15"
"6588020","BUENOS AIRES","9 de Julio","Carlos María Naón","20","62"
"6588020","BUENOS AIRES","9 de Julio","Carlos María Naón","226,5","10"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","1","8"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","3","36"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","4","247"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","6","46"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","10","52"
"6588040","BUENOS AIRES","9 de Julio","Dudignac","226,5","12"
"6588050","BUENOS AIRES","9 de Julio","La Aurora  (Est. La Niña)","226,5","13"
"6588060","BUENOS AIRES","9 de Julio","Manuel B. Gonnet  (Est. French)","2","193"
"6588060","BUENOS AIRES","9 de Julio","Manuel B. Gonnet  (Est. French)","226,5","17"
"6588070","BUENOS AIRES","9 de Julio","Marcelino Ugarte  (Est. Dennehy)","226,5","5"
"6588080","BUENOS AIRES","9 de Julio","Morea","3","130"
"6588080","BUENOS AIRES","9 de Julio","Morea","226,5","4"
"6588090","BUENOS AIRES","9 de Julio","Norumbega","226,5","8"
"6588110","BUENOS AIRES","9 de Julio","Patricios","3","50"
"6588110","BUENOS AIRES","9 de Julio","Patricios","15","90"
"6588110","BUENOS AIRES","9 de Julio","Patricios","30","2"
"6588110","BUENOS AIRES","9 de Julio","Patricios","226,5","7"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","3","42"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","15","89"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","20","92"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","30","21"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","50","7"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","100","1"
"6588120","BUENOS AIRES","9 de Julio","Villa General Fournier  (Est. 9 de Julio Sud)","226,5","8"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","0","2"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","1","7"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","2","1"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","3","107"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","0,5","2"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","5","1"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","6","51"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","10","303"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","12","336"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","14","2"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","15","264"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","20","153"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","25","84"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","30","2.060"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","40","13"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","50","1.297"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","80","6"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","100","1.515"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","300","94"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","500","3"
"6854100","BUENOS AIRES","25 de Mayo","25 de Mayo","226,5","153"
"6854010","BUENOS AIRES","25 de Mayo","Agustín Mosconi","12","21"
"6854010","BUENOS AIRES","25 de Mayo","Agustín Mosconi","20","10"
"6854010","BUENOS AIRES","25 de Mayo","Agustín Mosconi","226,5","13"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","3","181"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","0,5","1"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","10","10"
"6854020","BUENOS AIRES","25 de Mayo","Del Valle","226,5","17"
"6854030","BUENOS AIRES","25 de Mayo","Ernestina","5","75"
"6854030","BUENOS AIRES","25 de Mayo","Ernestina","226,5","7"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","6","154"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","8","58"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","10","2"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","12","8"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","15","7"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","30","2"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","65","1"
"6854040","BUENOS AIRES","25 de Mayo","Gobernador Ugarte","226,5","8"
"6854050","BUENOS AIRES","25 de Mayo","Lucas Monteverde","226,5","13"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","2","83"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","3","25"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","4","5"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","5","5"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","6","862"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","10","1"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","15","742"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","25","91"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","50","56"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","70","4"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","100","6"
"6854060","BUENOS AIRES","25 de Mayo","Norberto de la Riestra","226,5","29"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","6","2"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","10","374"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","15","3"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","50","240"
"6854070","BUENOS AIRES","25 de Mayo","Pedernales","226,5","10"
"6854080","BUENOS AIRES","25 de Mayo","San Enrique","12","38"
"6854080","BUENOS AIRES","25 de Mayo","San Enrique","20","11"
"6854080","BUENOS AIRES","25 de Mayo","San Enrique","226,5","17"
"6854090","BUENOS AIRES","25 de Mayo","Valdés","12","64"
"6854090","BUENOS AIRES","25 de Mayo","Valdés","20","20"
"6854090","BUENOS AIRES","25 de Mayo","Valdés","226,5","23"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","3","772"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","6","5"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","7","103"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","10","25"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","15","1.201"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","30","1"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","31","266"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","50","820"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","61","31"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","100","2"
"6007010","BUENOS AIRES","Adolfo Alsina","Carhué","226,5","25"
"6007020","BUENOS AIRES","Adolfo Alsina","Colonia San Miguel Arcángel","3","208"
"6007020","BUENOS AIRES","Adolfo Alsina","Colonia San Miguel Arcángel","226,5","9"
"6007030","BUENOS AIRES","Adolfo Alsina","Delfín Huergo","226,5","4"
"6007050","BUENOS AIRES","Adolfo Alsina","Esteban Agustín Gascón","3","60"
"6007050","BUENOS AIRES","Adolfo Alsina","Esteban Agustín Gascón","226,5","3"
"6007060","BUENOS AIRES","Adolfo Alsina","La Pala","226,5","3"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","0","10"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","0,5","2"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","5","386"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","10","6"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","20","2"
"6007070","BUENOS AIRES","Adolfo Alsina","Maza","226,5","15"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","0","1"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","20","1.252"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","35","26"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","50","31"
"6007080","BUENOS AIRES","Adolfo Alsina","Rivera","226,5","9"
"6007010","BUENOS AIRES","Adolfo Alsina","Thames","226,5","3"
"6007100","BUENOS AIRES","Adolfo Alsina","Villa Margarita","226,5","2"
"6007110","BUENOS AIRES","Adolfo Alsina","Yutuyaco","226,5","18"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","1","2"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","3","57"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","5","2"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","6","28"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","8","310"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","10","217"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","12","1"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","15","1.329"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","30","44"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","50","1"
"6014010","BUENOS AIRES","Adolfo Gonzales Chaves","Adolfo Gonzales Chaves  (Est. Chaves)","226,5","34"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","0","26"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","4","573"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","7","38"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","8","28"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","10","59"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","15","18"
"6014020","BUENOS AIRES","Adolfo Gonzales Chaves","De la Garma","226,5","18"
"6014030","BUENOS AIRES","Adolfo Gonzales Chaves","Juan E. Barra","4","48"
"6014030","BUENOS AIRES","Adolfo Gonzales Chaves","Juan E. Barra","226,5","13"
"6014040","BUENOS AIRES","Adolfo Gonzales Chaves","Vásquez","3","12"
"6014040","BUENOS AIRES","Adolfo Gonzales Chaves","Vásquez","4","2"
"6014040","BUENOS AIRES","Adolfo Gonzales Chaves","Vásquez","226,5","3"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","0","1"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","1","2"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","2","1"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","3","8"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","5","1"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","6","7"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","9","1"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","10","42"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","15","142"
"6021010","BUENOS AIRES","Alberti","Alberti   (Est. Andrés Vaccarezza)","226,5","16"
"6021020","BUENOS AIRES","Alberti","Coronel Seguí","15","5"
"6021020","BUENOS AIRES","Alberti","Coronel Seguí","226,5","2"
"6021030","BUENOS AIRES","Alberti","Mechita","3","275"
"6021030","BUENOS AIRES","Alberti","Mechita","5","10"
"6021030","BUENOS AIRES","Alberti","Mechita","226,5","7"
"6021040","BUENOS AIRES","Alberti","Pla","226,5","4"
"6021050","BUENOS AIRES","Alberti","Villa Grisolía  (Est. Achupallas)","226,5","9"
"6021060","BUENOS AIRES","Alberti","Villa María","226,5","1"
"6021070","BUENOS AIRES","Alberti","Villa Ortiz  (Est. Coronel Mom)","15","24"
"6021070","BUENOS AIRES","Alberti","Villa Ortiz  (Est. Coronel Mom)","226,5","1"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","0","1"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","1","25"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","2","8"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","3","4"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","4","7"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","0,5","4"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","5","2"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","6","14"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","8","10"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","10","21"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","15","1"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","25","1"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","0,26","1"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","30","12"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","3,5","14"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","46","47"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","50","510"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","0,51","1"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","0,75","2"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","99","224"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","100","4.696"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","101","232"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","200","59"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","300","11.029"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","301","9"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","302","326"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","400","147"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","499","2.457"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","500","608"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","600","1.013"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","700","22"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","800","235"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","940","834"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","999","135"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","1000","411"
"6028010","BUENOS AIRES","Almirante Brown","Adrogué","226,5","16"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","0","53"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","1","19"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","2","77"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","3","5"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","4","115"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","0,5","3"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","6","80"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","8","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","10","16"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","15","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","20","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","0,26","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","30","20"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","3,5","3"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","45","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","46","51"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","50","418"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","0,51","1"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","0,75","7"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","99","534"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","100","4.081"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","101","196"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","200","93"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","300","10.960"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","301","3"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","302","232"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","400","101"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","499","9.550"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","500","524"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","600","1.004"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","700","25"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","800","234"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","940","802"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","999","541"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","1000","906"
"6028010","BUENOS AIRES","Almirante Brown","Burzaco","226,5","41"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","0","1"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","3","2"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","6","1"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","10","2"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","30","1"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","45","1"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","46","18"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","50","133"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","0,75","2"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","99","185"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","100","1.471"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","101","29"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","200","15"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","300","4.144"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","301","2"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","302","65"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","400","13"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","499","5.050"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","500","153"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","600","410"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","700","12"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","800","76"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","940","253"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","999","297"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","1000","444"
"6028010","BUENOS AIRES","Almirante Brown","Claypole","226,5","2"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","10","1"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","99","192"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","499","4.600"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","999","247"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","1000","390"
"6028010","BUENOS AIRES","Almirante Brown","Don Orione","226,5","11"
"6028010","BUENOS AIRES","Almirante Brown","Glew","0","1"
"6028010","BUENOS AIRES","Almirante Brown","Glew","2","15"
"6028010","BUENOS AIRES","Almirante Brown","Glew","4","29"
"6028010","BUENOS AIRES","Almirante Brown","Glew","6","9"
"6028010","BUENOS AIRES","Almirante Brown","Glew","10","3"
"6028010","BUENOS AIRES","Almirante Brown","Glew","30","11"
"6028010","BUENOS AIRES","Almirante Brown","Glew","45","43"
"6028010","BUENOS AIRES","Almirante Brown","Glew","46","5"
"6028010","BUENOS AIRES","Almirante Brown","Glew","50","204"
"6028010","BUENOS AIRES","Almirante Brown","Glew","99","183"
"6028010","BUENOS AIRES","Almirante Brown","Glew","100","2.674"
"6028010","BUENOS AIRES","Almirante Brown","Glew","101","115"
"6028010","BUENOS AIRES","Almirante Brown","Glew","200","64"
"6028010","BUENOS AIRES","Almirante Brown","Glew","300","8.768"
"6028010","BUENOS AIRES","Almirante Brown","Glew","301","8"
"6028010","BUENOS AIRES","Almirante Brown","Glew","302","307"
"6028010","BUENOS AIRES","Almirante Brown","Glew","400","50"
"6028010","BUENOS AIRES","Almirante Brown","Glew","499","6.329"
"6028010","BUENOS AIRES","Almirante Brown","Glew","500","400"
"6028010","BUENOS AIRES","Almirante Brown","Glew","600","1.171"
"6028010","BUENOS AIRES","Almirante Brown","Glew","700","34"
"6028010","BUENOS AIRES","Almirante Brown","Glew","800","236"
"6028010","BUENOS AIRES","Almirante Brown","Glew","940","792"
"6028010","BUENOS AIRES","Almirante Brown","Glew","999","348"
"6028010","BUENOS AIRES","Almirante Brown","Glew","1000","586"
"6028010","BUENOS AIRES","Almirante Brown","Glew","226,5","16"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","8","3"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","10","6"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","15","1"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","3,5","2"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","46","4"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","50","146"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","99","156"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","100","1.391"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","101","18"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","200","15"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","300","2.586"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","302","5"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","400","6"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","499","3.752"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","500","153"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","600","154"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","700","2"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","800","33"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","940","89"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","999","227"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","1000","401"
"6028010","BUENOS AIRES","Almirante Brown","Jose Mármol","226,5","2"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","0","2"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","1","1"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","3","4"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","0,5","1"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","6","4"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","10","7"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","15","1"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","30","2"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","3,5","1"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","45","2"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","46","34"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","50","289"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","0,75","1"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","99","246"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","100","2.683"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","101","124"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","200","55"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","300","7.003"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","301","6"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","302","151"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","400","47"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","499","5.344"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","500","303"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","600","748"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","700","15"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","800","147"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","940","505"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","999","330"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","1000","485"
"6028010","BUENOS AIRES","Almirante Brown","Longchamps","226,5","16"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","0","1"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","1","2"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","5","1"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","10","4"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","20","2"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","30","4"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","50","42"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","99","93"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","100","643"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","200","13"
"6028010","BUENOS AIRES","Almirante Brown","Malvinas Argentinas","300","1.661"
